city,timestamp,temperature,season
New York,2010-01-01,-4.78873896744223,winter
New York,2010-01-02,5.905532794093968,winter
New York,2010-01-03,6.137053358112049,winter
New York,2010-01-04,-1.4146136537861953,winter
New York,2010-01-05,-2.0130296780110415,winter
New York,2010-01-06,5.297911839029973,winter
New York,2010-01-07,-2.6402744080374143,winter
New York,2010-01-08,10.007879787992957,winter
New York,2010-01-09,10.540628792483623,winter
New York,2010-01-10,-4.5658437439062265,winter
New York,2010-01-11,0.6879689571677193,winter
New York,2010-01-12,0.040946858269487726,winter
New York,2010-01-13,-1.3006193540453586,winter
New York,2010-01-14,2.4830575741225447,winter
New York,2010-01-15,3.384956900077988,winter
New York,2010-01-16,-2.5048770474160253,winter
New York,2010-01-17,2.820442162152607,winter
New York,2010-01-18,3.7274277586258835,winter
New York,2010-01-19,-2.9371100548950233,winter
New York,2010-01-20,2.363446758294535,winter
New York,2010-01-21,2.063597192885444,winter
New York,2010-01-22,0.1447913317506284,winter
New York,2010-01-23,7.303945760041258,winter
New York,2010-01-24,-2.5851796129493474,winter
New York,2010-01-25,-2.465860223064254,winter
New York,2010-01-26,6.37656774443888,winter
New York,2010-01-27,12.075000344913398,winter
New York,2010-01-28,7.247367309161002,winter
New York,2010-01-29,-0.0259043731396214,winter
New York,2010-01-30,0.09925508228511373,winter
New York,2010-01-31,-1.1647586274205493,winter
New York,2010-02-01,-7.1226658817355535,winter
New York,2010-02-02,1.1147765669928882,winter
New York,2010-02-03,8.198966387338984,winter
New York,2010-02-04,-4.741455238813101,winter
New York,2010-02-05,-6.598129942593813,winter
New York,2010-02-06,-1.6798863515752855,winter
New York,2010-02-07,4.005924170597998,winter
New York,2010-02-08,-0.645085322464552,winter
New York,2010-02-09,1.510409304441516,winter
New York,2010-02-10,0.02012728592884906,winter
New York,2010-02-11,-1.837860079821131,winter
New York,2010-02-12,-1.7384372897097378,winter
New York,2010-02-13,5.228843031780985,winter
New York,2010-02-14,1.3230509684847482,winter
New York,2010-02-15,-0.8394355651670103,winter
New York,2010-02-16,-3.6419881880393707,winter
New York,2010-02-17,7.157459973432858,winter
New York,2010-02-18,12.523668338986287,winter
New York,2010-02-19,2.5259183923678203,winter
New York,2010-02-20,-3.5939880271389537,winter
New York,2010-02-21,3.3681125101449942,winter
New York,2010-02-22,-5.859024593387065,winter
New York,2010-02-23,-3.773580952021891,winter
New York,2010-02-24,0.3899088258715777,winter
New York,2010-02-25,-5.8076570813118416,winter
New York,2010-02-26,-1.1161928745385226,winter
New York,2010-02-27,-0.18950143697501032,winter
New York,2010-02-28,-0.18079616447628652,winter
New York,2010-03-01,9.644498855352143,spring
New York,2010-03-02,4.5657937696782565,spring
New York,2010-03-03,11.260431277961104,spring
New York,2010-03-04,13.801183898489011,spring
New York,2010-03-05,12.864669059085484,spring
New York,2010-03-06,11.37740554738659,spring
New York,2010-03-07,15.733623082969745,spring
New York,2010-03-08,9.08136831676141,spring
New York,2010-03-09,13.614694292890709,spring
New York,2010-03-10,14.001462769365304,spring
New York,2010-03-11,-0.10704267189033168,spring
New York,2010-03-12,13.00889421996538,spring
New York,2010-03-13,11.223200541593531,spring
New York,2010-03-14,16.476830932099077,spring
New York,2010-03-15,11.581707671557952,spring
New York,2010-03-16,10.37552022119442,spring
New York,2010-03-17,10.185848105620261,spring
New York,2010-03-18,5.307062300959094,spring
New York,2010-03-19,16.258239905275808,spring
New York,2010-03-20,9.330865953278025,spring
New York,2010-03-21,11.889420711073674,spring
New York,2010-03-22,5.464981521239665,spring
New York,2010-03-23,6.562925661566316,spring
New York,2010-03-24,7.9725924618382225,spring
New York,2010-03-25,11.18980105521692,spring
New York,2010-03-26,3.223696654622227,spring
New York,2010-03-27,10.98177126231688,spring
New York,2010-03-28,-2.815994376057562,spring
New York,2010-03-29,12.33284707825275,spring
New York,2010-03-30,1.922811383065186,spring
New York,2010-03-31,7.727301946220223,spring
New York,2010-04-01,-0.27804827027807555,spring
New York,2010-04-02,10.239019660642706,spring
New York,2010-04-03,10.440627546493268,spring
New York,2010-04-04,9.42708700554089,spring
New York,2010-04-05,6.847276968291093,spring
New York,2010-04-06,7.465305876311051,spring
New York,2010-04-07,3.0713507174394747,spring
New York,2010-04-08,6.993283825101189,spring
New York,2010-04-09,9.87663213812136,spring
New York,2010-04-10,5.670386891365254,spring
New York,2010-04-11,20.807703319783034,spring
New York,2010-04-12,12.042877272805978,spring
New York,2010-04-13,15.1389922689087,spring
New York,2010-04-14,4.488668456528012,spring
New York,2010-04-15,10.228787479367094,spring
New York,2010-04-16,6.677478576494734,spring
New York,2010-04-17,10.279660183413055,spring
New York,2010-04-18,-4.065723904291458,spring
New York,2010-04-19,12.929496823081353,spring
New York,2010-04-20,10.182886891629018,spring
New York,2010-04-21,13.271672659943908,spring
New York,2010-04-22,4.148028133944958,spring
New York,2010-04-23,14.953906660737925,spring
New York,2010-04-24,14.044699264701574,spring
New York,2010-04-25,15.161275848699534,spring
New York,2010-04-26,11.221320182331246,spring
New York,2010-04-27,9.969561583045655,spring
New York,2010-04-28,9.700418447611868,spring
New York,2010-04-29,11.546053020515872,spring
New York,2010-04-30,14.221838898544467,spring
New York,2010-05-01,6.187608880697954,spring
New York,2010-05-02,-0.1771218960133254,spring
New York,2010-05-03,9.09704553464709,spring
New York,2010-05-04,6.0161658825704745,spring
New York,2010-05-05,5.551968020101813,spring
New York,2010-05-06,13.098977303854468,spring
New York,2010-05-07,8.982181194705955,spring
New York,2010-05-08,5.688910484057098,spring
New York,2010-05-09,7.796102842983844,spring
New York,2010-05-10,11.620120979533525,spring
New York,2010-05-11,8.173627988786807,spring
New York,2010-05-12,22.770321342581216,spring
New York,2010-05-13,18.157808851087342,spring
New York,2010-05-14,11.18626611346142,spring
New York,2010-05-15,13.082156378128905,spring
New York,2010-05-16,7.752669123030046,spring
New York,2010-05-17,13.652953606701432,spring
New York,2010-05-18,16.787759231291425,spring
New York,2010-05-19,10.59458632472468,spring
New York,2010-05-20,10.78234141989424,spring
New York,2010-05-21,13.1529717386903,spring
New York,2010-05-22,8.241928936394952,spring
New York,2010-05-23,10.034432172327895,spring
New York,2010-05-24,14.827888608038702,spring
New York,2010-05-25,11.14280778827656,spring
New York,2010-05-26,6.53282862876614,spring
New York,2010-05-27,6.085930233513527,spring
New York,2010-05-28,10.429054995848094,spring
New York,2010-05-29,15.145664695822548,spring
New York,2010-05-30,9.10707949619503,spring
New York,2010-05-31,14.84800328221618,spring
New York,2010-06-01,27.822068933460773,summer
New York,2010-06-02,28.71954669212593,summer
New York,2010-06-03,32.32626070645189,summer
New York,2010-06-04,27.529274161018908,summer
New York,2010-06-05,16.52974208212839,summer
New York,2010-06-06,17.516833030793585,summer
New York,2010-06-07,24.840568175697616,summer
New York,2010-06-08,31.941938307898386,summer
New York,2010-06-09,16.658232822519437,summer
New York,2010-06-10,31.157916100232192,summer
New York,2010-06-11,24.067576860219447,summer
New York,2010-06-12,19.15132004653482,summer
New York,2010-06-13,28.099964243534735,summer
New York,2010-06-14,32.77088172968553,summer
New York,2010-06-15,23.863891049248505,summer
New York,2010-06-16,23.980812405557284,summer
New York,2010-06-17,24.530351589633806,summer
New York,2010-06-18,28.21440435945228,summer
New York,2010-06-19,23.666168777350027,summer
New York,2010-06-20,31.50692471323978,summer
New York,2010-06-21,22.91006007230284,summer
New York,2010-06-22,19.23642864325958,summer
New York,2010-06-23,14.425355832509572,summer
New York,2010-06-24,27.516462330228016,summer
New York,2010-06-25,17.824178537040865,summer
New York,2010-06-26,27.282497324681607,summer
New York,2010-06-27,24.15274226821955,summer
New York,2010-06-28,24.112747389333148,summer
New York,2010-06-29,27.116367626429366,summer
New York,2010-06-30,22.27511246406081,summer
New York,2010-07-01,18.84850837959253,summer
New York,2010-07-02,28.289876780927607,summer
New York,2010-07-03,19.66837498173239,summer
New York,2010-07-04,20.40864814096794,summer
New York,2010-07-05,18.62067491955639,summer
New York,2010-07-06,27.353505264354016,summer
New York,2010-07-07,22.58417705617096,summer
New York,2010-07-08,24.671553514113825,summer
New York,2010-07-09,28.78076722014578,summer
New York,2010-07-10,28.675540577887805,summer
New York,2010-07-11,26.259252111832907,summer
New York,2010-07-12,31.234123371068875,summer
New York,2010-07-13,30.811644308862785,summer
New York,2010-07-14,26.970999786639076,summer
New York,2010-07-15,23.855008803919723,summer
New York,2010-07-16,25.43429997059141,summer
New York,2010-07-17,24.982338243117038,summer
New York,2010-07-18,27.907979734525888,summer
New York,2010-07-19,16.983479270674035,summer
New York,2010-07-20,28.639209159680107,summer
New York,2010-07-21,20.708839764430977,summer
New York,2010-07-22,20.09192221130784,summer
New York,2010-07-23,25.612042010300133,summer
New York,2010-07-24,28.124091379252725,summer
New York,2010-07-25,28.41978567891932,summer
New York,2010-07-26,20.981124570280645,summer
New York,2010-07-27,21.379746070218964,summer
New York,2010-07-28,27.924475220657236,summer
New York,2010-07-29,16.74658000492395,summer
New York,2010-07-30,18.439012043568432,summer
New York,2010-07-31,34.099999946913165,summer
New York,2010-08-01,17.613213952164216,summer
New York,2010-08-02,28.43446245081904,summer
New York,2010-08-03,22.02322489069951,summer
New York,2010-08-04,19.39618129163725,summer
New York,2010-08-05,28.276249260891692,summer
New York,2010-08-06,33.480342104038215,summer
New York,2010-08-07,20.614094084796914,summer
New York,2010-08-08,24.951811289797817,summer
New York,2010-08-09,28.939348751312192,summer
New York,2010-08-10,20.189493206546572,summer
New York,2010-08-11,23.14008976870612,summer
New York,2010-08-12,29.65437502477053,summer
New York,2010-08-13,28.430929529474717,summer
New York,2010-08-14,23.31029405809426,summer
New York,2010-08-15,26.241613881387856,summer
New York,2010-08-16,27.813226517467015,summer
New York,2010-08-17,18.947010482462872,summer
New York,2010-08-18,29.999108510606607,summer
New York,2010-08-19,23.036975568777255,summer
New York,2010-08-20,26.08024152766122,summer
New York,2010-08-21,28.80025502218313,summer
New York,2010-08-22,23.109996889700835,summer
New York,2010-08-23,24.796419979783803,summer
New York,2010-08-24,24.011544305478033,summer
New York,2010-08-25,15.451220687229855,summer
New York,2010-08-26,21.831237430250955,summer
New York,2010-08-27,22.075588499021976,summer
New York,2010-08-28,25.953384206041232,summer
New York,2010-08-29,22.11318620366665,summer
New York,2010-08-30,33.32112040430547,summer
New York,2010-08-31,25.226629827911765,summer
New York,2010-09-01,17.787671854533464,autumn
New York,2010-09-02,23.71981773872569,autumn
New York,2010-09-03,6.210556112770732,autumn
New York,2010-09-04,18.529897587254833,autumn
New York,2010-09-05,20.09395040009518,autumn
New York,2010-09-06,18.45912282010464,autumn
New York,2010-09-07,10.119662791669194,autumn
New York,2010-09-08,22.452708770528208,autumn
New York,2010-09-09,5.550965133064382,autumn
New York,2010-09-10,16.794216493223903,autumn
New York,2010-09-11,6.457282570045994,autumn
New York,2010-09-12,15.425976761762445,autumn
New York,2010-09-13,22.863293422923004,autumn
New York,2010-09-14,19.915695049007656,autumn
New York,2010-09-15,21.963681449542136,autumn
New York,2010-09-16,17.43952154713384,autumn
New York,2010-09-17,13.09563913422448,autumn
New York,2010-09-18,15.317139688089002,autumn
New York,2010-09-19,13.827595166363317,autumn
New York,2010-09-20,14.828998785480772,autumn
New York,2010-09-21,17.843774954190653,autumn
New York,2010-09-22,13.165325571671467,autumn
New York,2010-09-23,11.785323449118106,autumn
New York,2010-09-24,9.40843054291161,autumn
New York,2010-09-25,18.856241093811324,autumn
New York,2010-09-26,27.359647932971654,autumn
New York,2010-09-27,12.921216010390893,autumn
New York,2010-09-28,16.238114176577415,autumn
New York,2010-09-29,16.41378656150725,autumn
New York,2010-09-30,17.337055225260666,autumn
New York,2010-10-01,12.245994842069168,autumn
New York,2010-10-02,13.889119754849267,autumn
New York,2010-10-03,17.52687933826597,autumn
New York,2010-10-04,9.76614772035323,autumn
New York,2010-10-05,10.90853071079377,autumn
New York,2010-10-06,16.82001416517418,autumn
New York,2010-10-07,7.311717035154296,autumn
New York,2010-10-08,-2.5345944247258707,autumn
New York,2010-10-09,12.267360857202355,autumn
New York,2010-10-10,15.57652019578386,autumn
New York,2010-10-11,27.152021391169804,autumn
New York,2010-10-12,15.630990369038141,autumn
New York,2010-10-13,19.797419091674684,autumn
New York,2010-10-14,14.048926200253508,autumn
New York,2010-10-15,28.523096900552535,autumn
New York,2010-10-16,11.119502439446892,autumn
New York,2010-10-17,8.75218417417442,autumn
New York,2010-10-18,14.60501873802235,autumn
New York,2010-10-19,16.742639697865528,autumn
New York,2010-10-20,7.118329455234304,autumn
New York,2010-10-21,5.018492969309442,autumn
New York,2010-10-22,19.183755175041348,autumn
New York,2010-10-23,12.415708539767477,autumn
New York,2010-10-24,12.69994166493085,autumn
New York,2010-10-25,14.269998243820313,autumn
New York,2010-10-26,22.904715413326066,autumn
New York,2010-10-27,11.26123498578621,autumn
New York,2010-10-28,13.82609694577501,autumn
New York,2010-10-29,6.2289766525621975,autumn
New York,2010-10-30,20.787168711626386,autumn
New York,2010-10-31,15.066435744867245,autumn
New York,2010-11-01,7.9593511787174345,autumn
New York,2010-11-02,16.65913292490315,autumn
New York,2010-11-03,16.178412183621788,autumn
New York,2010-11-04,5.853257308161275,autumn
New York,2010-11-05,9.369189962382555,autumn
New York,2010-11-06,12.020182951724458,autumn
New York,2010-11-07,21.379510872117137,autumn
New York,2010-11-08,8.828139798890929,autumn
New York,2010-11-09,19.05418446963909,autumn
New York,2010-11-10,21.64739753809908,autumn
New York,2010-11-11,6.88277236716287,autumn
New York,2010-11-12,19.43045072114761,autumn
New York,2010-11-13,17.5606778950185,autumn
New York,2010-11-14,17.773537967456754,autumn
New York,2010-11-15,16.03110848898207,autumn
New York,2010-11-16,13.147279168663257,autumn
New York,2010-11-17,15.539609420624547,autumn
New York,2010-11-18,15.205286155582412,autumn
New York,2010-11-19,16.479489091431393,autumn
New York,2010-11-20,21.05734392781813,autumn
New York,2010-11-21,1.1229088616607381,autumn
New York,2010-11-22,3.451426719652826,autumn
New York,2010-11-23,13.598278815109257,autumn
New York,2010-11-24,16.619853499491715,autumn
New York,2010-11-25,11.323242730095567,autumn
New York,2010-11-26,20.972023716754414,autumn
New York,2010-11-27,11.376363287866372,autumn
New York,2010-11-28,16.46239290030954,autumn
New York,2010-11-29,14.859474849690926,autumn
New York,2010-11-30,11.442280135317255,autumn
New York,2010-12-01,-1.583656584412798,winter
New York,2010-12-02,2.8366265472271266,winter
New York,2010-12-03,-0.7899542589217255,winter
New York,2010-12-04,-6.516182531031132,winter
New York,2010-12-05,0.5015188411158423,winter
New York,2010-12-06,-3.759455341444708,winter
New York,2010-12-07,1.3946302629718659,winter
New York,2010-12-08,-6.741464032353744,winter
New York,2010-12-09,7.680155881954066,winter
New York,2010-12-10,2.0996148593045523,winter
New York,2010-12-11,5.658536168088972,winter
New York,2010-12-12,1.012874148550436,winter
New York,2010-12-13,-7.422501977916934,winter
New York,2010-12-14,1.5426660126958116,winter
New York,2010-12-15,1.9864579271515106,winter
New York,2010-12-16,1.750288325275486,winter
New York,2010-12-17,1.4041187955864431,winter
New York,2010-12-18,7.09657992555873,winter
New York,2010-12-19,7.646383215108603,winter
New York,2010-12-20,-6.174528903614674,winter
New York,2010-12-21,-3.36686138149652,winter
New York,2010-12-22,4.768484357418158,winter
New York,2010-12-23,-8.357848419123856,winter
New York,2010-12-24,1.5591213350191013,winter
New York,2010-12-25,-3.3656740116329598,winter
New York,2010-12-26,5.450161145179213,winter
New York,2010-12-27,-0.19517479759227374,winter
New York,2010-12-28,-3.0590153767130586,winter
New York,2010-12-29,-3.4442417386563844,winter
New York,2010-12-30,0.5300186338625105,winter
New York,2010-12-31,-9.448603554190969,winter
New York,2011-01-01,-2.351846057156032,winter
New York,2011-01-02,4.974029089892638,winter
New York,2011-01-03,-2.597384271037277,winter
New York,2011-01-04,2.3594685933923496,winter
New York,2011-01-05,3.423521390185015,winter
New York,2011-01-06,-5.829479087371221,winter
New York,2011-01-07,2.965701632379099,winter
New York,2011-01-08,2.6450353210975086,winter
New York,2011-01-09,2.21728397075282,winter
New York,2011-01-10,-9.216687033445554,winter
New York,2011-01-11,7.348780367560081,winter
New York,2011-01-12,9.089280690720487,winter
New York,2011-01-13,-8.747296472989369,winter
New York,2011-01-14,7.467776433139491,winter
New York,2011-01-15,5.069972215227557,winter
New York,2011-01-16,0.8758765666050496,winter
New York,2011-01-17,-3.835977360072558,winter
New York,2011-01-18,-2.3125519695053858,winter
New York,2011-01-19,-0.9560264960249222,winter
New York,2011-01-20,-2.3239468207147107,winter
New York,2011-01-21,-0.17601839547227738,winter
New York,2011-01-22,-1.031995934675355,winter
New York,2011-01-23,-7.71334561328028,winter
New York,2011-01-24,-1.0865472297880956,winter
New York,2011-01-25,-2.025863988663616,winter
New York,2011-01-26,1.1753520798219759,winter
New York,2011-01-27,-3.682193167278651,winter
New York,2011-01-28,5.910954219910167,winter
New York,2011-01-29,-1.5131576424788065,winter
New York,2011-01-30,0.4678522817499535,winter
New York,2011-01-31,1.2151688739738822,winter
New York,2011-02-01,0.1551617799717606,winter
New York,2011-02-02,-4.671034431979122,winter
New York,2011-02-03,5.852808301128817,winter
New York,2011-02-04,3.2637535664240884,winter
New York,2011-02-05,-1.9458742708904935,winter
New York,2011-02-06,-7.069753900037924,winter
New York,2011-02-07,-2.018258679360249,winter
New York,2011-02-08,0.9541742172086205,winter
New York,2011-02-09,-0.04360082040994205,winter
New York,2011-02-10,1.5821460042115167,winter
New York,2011-02-11,-5.501471428681941,winter
New York,2011-02-12,4.945405270387564,winter
New York,2011-02-13,-2.224287566762471,winter
New York,2011-02-14,2.972247799647744,winter
